date,name,types,size,rate,special
08-30-17,AStorageInn Lemay,,,,
,,"
- Outside
",5 x 10,call for details,
,,"
- Outside
",6 x 10,call for details,
,,"
- Outside
",6 x 12,call for details,
,,"
- Outside
",10 x 8,call for details,
,,"
- Outside
",10 x 10,call for details,
,,"
- Outside
",10 x 12,call for details,
,,"
- Outside
",10 x 15,call for details,
,,"
- Outside
",20 x 8,call for details,
,,"
- Outside
",10 x 16,$160,
,,"
- Outside
",10 x 20,$197,
,,"
- Outside
",10 x 24,call for details,
date,name,types,size,rate,special
08-30,Public Storage,,,,
,,Outside,10' x 10',$124/mo.,$1^1st Month1st Month
,,Outside,10' x 15',$132/mo.,$62/mo.Online Special^$69 In-store1st Month
,,Outside,10' x 20',$144/mo.,$1^1st Month1st Month
date,name,types,size,rate,special
08-30-17,Life Storage,,,,
,,Outdoor/Drive-up access, 10' x 10',139,
,,Outdoor/Drive-up access, 10' x 15',159,
,,Outdoor/Drive-up access, 10' x 20',199,
date,name,types,size,rate,special
08-30-17,ExtraSpace,,,,
,,Drive-Up Access,10' x 10',$179,First Month Free
,,Drive-Up Access,10' x 20',$228,First Month Half Off
,,Drive-Up Access,10' x 30',$309,First Month Half Off
,,Drive-Up Access,10' x 20',,
date,name,types,size,rate,special
08-30-17,A1Locker,,,,
,,Outside,5 x 15,89.00,50% off 2nd months rent.
,,Outside,10 x 10,119.00,50% off 2nd months rent.
,,Outside,10 x 15,159.00,50% off 2nd months rent.
,,Outside,10 x 20,179.00,50% off 2nd months rent.
,,Outside,10 x 25,199.00,50% off 2nd months rent.
date,name,types,size,rate,special
08-30,AStorageInn Cave Springs,,,,
,,Outside,5 x 6,$36,$30 Web Special
,,Outside,6 x 12,$56,$47 Web Special
,,Outside,10 x 10,$89,$75 Web Special
,,Outside,10 x 12,$106,$89 Web Special
,,Outside,10 x 14,$114,$96 Web Special
,,Outside,10 x 16,$125,$105 Web Special
,,Outside,10 x 20,$147,$123 Web Special
,,Outside,10 x 25,$179,$150 Web Special
date,name,types,size,rate,special
08-30,AStorageInn Cave Springs,,,,
